NO,등록번호,제호,기관명,종별,간별,발행인,편집인,인쇄소,유형,보급지역,상세지역,법인명,등록일,발행소명,발행소 우편번호,발행소 주소,발행소 전화번호
12828,다50505,시니어탑뉴스,경기도,특수주간신문,주간,오혜진,오혜진,디엠코리아(주),개인,전국,경기도,,2015-11-24,오혜진(시니어탑뉴스),14470,경기 부천시 오정구 삼작로496번길 89 (작동) 1층,070-4323-2058
12827,바00019,크리스찬트리뷴,고양,잡지,계간,정준혁,정준혁,(주)근대문화인쇄,개인,전국,,,2015-11-24,,10464,"경기도 고양시 덕양구 고양대로 1387, 7층(성사동, 성원코아)",031-962-8846
12826,사00191,문학과 통일,강남,잡지,연2회간,이병석,이병석,천광인쇄,법인,전국,,사단법인 한국통일문인협회,2015-11-24,사단법인 한국통일문인협회,06336,"서울 강남구 개포로 623 (개포동, 대청타워) 432호",02-3413-5631
12825,다00359,영광군민신문,전라남도,일반주간신문,주간,조민상,조민상,(주)남도프린테크,법인,전국,,(주)영광미디어,2015-11-23,(주)영광미디어,57049,영광군 영광읍 중앙로19,061-352-9400
12824,아03998,경향게임스,서울특별시,인터넷신문,인터넷신문,장인수,김상현,,법인,전국,,,2015-11-23,(주)경향플러스,152777,"서울특별시 구로구 디지털로32길 30, 908호(구로동, 코오롱디지털타워빌란트)",02-837-9351
12823,다11055,약품신문,서울특별시,특수주간신문,주간,조재완,조재완,충무기획인쇄,개인,전국,,,2015-11-20,조재완,06677,"서울 서초구 동작대로 62, 422호 (방배동, 용진빌딩)",02-352-6306
12822,라00016,신한국人,광명,잡지,월간,신용환,신용환,금영인쇄,법인,전국,,주식회사 경인굿뉴스,2015-11-20,주식회사 경인굿뉴스,14220,"경기 광명시 오리로 970 (광명동, 크로앙스), 4층 4115, 4116호",02-3666-8272
12821,아03997,한국섬유신문i,서울특별시,인터넷신문,인터넷신문,권영설,권영설,,법인,전국,,(주)한국섬유신문,2015-11-20,(주)한국섬유신문,04585,"서울 중구 다산로 234, 4층 (신당동, 밀스튜디오)",02-326-3600
12820,다11054,제이엠비뉴스,서울특별시,특수주간신문,주간,서준혁,서준혁,(주)아이피디,개인,전국,,,2015-11-19,서준혁,07345,"서울 영등포구 63로 32 (여의도동, 콤비빌딩) 917호",02-780-0702
12819,라00017,경북사람들,포항,잡지,월간,김무중,김무중,대구원색인쇄공사,개인,지역,,,2015-11-19,,37747,경상북도 포항시 북구 죽파로 36,010-****-9996
12818,라00547,비어포스트,영등포,잡지,월간,이인기,이인기,주식회사 완산정판,법인,전국,,주식회사 비어포스트,2015-11-19,주식회사 비어포스트,07290,"서울 영등포구 도림로139길 2, 2층 (문래동2가, 대철빌딩)",02-2676-6277
12817,아03995,복지뉴스,서울특별시,인터넷신문,인터넷신문,조시훈,조시훈,,법인,전국,,,2015-11-19,(주) 퓨처테크코리아,150823,서울특별시 영등포구 대림로 83 (대림동),02-847-8422
12816,아03994,E동아,서울특별시,인터넷신문,인터넷신문,홍성철,홍성철,,법인,전국,,주식회사 동아이지에듀,2015-11-19,주식회사 동아이지에듀,03737,"서울 서대문구 충정로 35-17,2층(충정로3가, 충정로 제2빌딩)",02-362-5108
12815,마00008,달구나,부천,정보간행물,격월간,이한규,이한규,(주)성원애드피아,개인,전국,,,2015-11-19,정보없음,14724,"경기 부천시 경인로137번길 11, 4층 402호 (송내동, 시드니하우스)",010-****-0051
12814,다06090,인천 아파트 신문,인천광역시,특수주간신문,주간,안병옥,안병옥,(주)아이피디,개인,전국,,,2015-11-18,안병옥,21046,"인천 계양구 가현5길 11, 2층(작전동)",032-503-1872
12813,다00025,먼데이타임스,세종특별자치시,특수주간신문,주간,신인호,신인호,(주)이문기업 세종지점 이문기획,법인,전국,,(주)먼데이타임스,2015-11-18,(주)먼데이타임스,30141,"세종특별자치시 집현중앙7로 6, A1003호 (집현동, 지식산업센터)",044-589-3111
12812,아00284,충남뉴스통신,충청남도,인터넷신문,인터넷신문,오영자,오영자,,개인,전국,,,2015-11-18,,31781,"충청남도 당진시 운곡로 197-8 102동 1401호(채운동, 신당진이안아파트)",041-668-1113
12811,아00285,BS뉴스,충청남도,인터넷신문,인터넷신문,박필선,구영모,,법인,지역,,주식회사 비에스뉴스,2015-11-18,주식회사 비에스뉴스,31551,충남 아산시 도고면 기곡로62번길 6-8 (기곡리),041-428-9432
12810,아03992,한국투자경제신문,서울특별시,인터넷신문,인터넷신문,윤원태,윤원태,,법인,전국,,해피트리파트너스(주),2015-11-18,해피트리파트너스(주),133714,"서울특별시 성동구 고산자로 269, 421호(도선동, 신한넥스텔)",02-722-2532
12809,아03993,말씀,서울특별시,인터넷신문,인터넷신문,윤경자,윤경자,,단체,전국,,,2015-11-18,세계문서선교회,131865,"서울특별시 중랑구 봉화산로 194, 316호(신내동, 신아타운)",010-****-0047
12808,아01270,i인천논현인터넷신문,인천광역시,인터넷신문,인터넷신문,박인경,박인경,,개인,전국,,,2015-11-18,박인경,21653,"인천 남동구 논고개로123번길 35, 7층 704-2호 (논현동, 칼리오페)",010-****-7557
12807,아04162,펫폴매거진,서울특별시,인터넷신문,인터넷신문,문홍미,김채윤,,법인,전국,,,2015-11-18,(주)태평성대,06654,"서울특별시 서초구 효령로55길 22, 1312호 (서초동, 그린빌오피스텔)",070-4100-7476
12806,아00316,파워블로거타임즈,충청남도,인터넷신문,인터넷신문,양지혜,김현식,,법인,전국,,한국파워블로거협동조합,2015-11-18,한국파워블로거협동조합,31456,충남 아산시 탕정면 탕정면로8번길 63 (디32-12호 블루크리스탈단지),010-****-5176
12805,아05124,인베스트타임스,서울특별시,인터넷신문,인터넷신문,김소영,김해동,,법인,전국,,,2015-11-18,주식회사 스카이에셋,06136,"서울 강남구 논현로 550, 2층 (역삼동, 우승빌딩)",000-1644-5016
12804,라00667,당뇨뉴스,서울중,기타간행물,월간,안순범,안순범,(주)갑우문화사,법인,전국,,,2015-11-17,(주)데일리메디,04590,"서울 중구 다산로 162, 5층 (신당동, 약수빌딩)",02-927-8955
12803,다01222,더뉴스강원,강원도,일반주간신문,주간,엄대종,김재봉,(주)아이피디,법인,지역,강원도,주식회사 더뉴스강원,2015-11-17,주식회사 더뉴스강원,24290,강원도 춘천시 백령로 165번길 6-19,070-8960-7494
12802,아00188,대구북구신문,대구광역시,인터넷신문,인터넷신문,이수익,전우동,,법인,전국,,주식회사 몽돌,2015-11-17,주식회사 몽돌,41506,"대구 북구 유통단지로7길 21, 3층 (산격동)",053-321-6787
12801,아00232,한국농림신문,충청북도,인터넷신문,인터넷신문,최안순,최안순,,법인,전국,,㈜애드블룸코리아,2015-11-17,㈜애드블룸코리아,28172,"충북 청주시 흥덕구 강내면 탑연1길 13, 310호(탑연리)",043-232-7114
12800,다50503,하남타임즈,경기도,특수주간신문,주간,박필기,박필기,(주)한국문화인쇄,개인,지역,하남시 전지역,,2015-11-16,,12947,"경기도 하남시 대청로 33, 622호 (신장동, 현대베스코아)",010-****-8719
12799,다11053,기술신문,서울특별시,특수주간신문,주간,허석민,허석민,(주)성원애드피아,개인,전국,,,2015-11-16,,135916,"서울특별시 강남구 선릉로 577, 4012호(역삼동)",02-2671-2517
12798,아01267,연세법률신문,인천광역시,인터넷신문,인터넷신문,나건용,나건용,,개인,전국,,,2015-11-16,,21108,"인천광역시 계양구 새풀로1번길 40, 2동 지하1호(효성동)",010-****-7004
12797,아51808,IBCmedia,경기도,인터넷신문,인터넷신문,전연홍,전연홍,,개인,전국,,,2015-11-16,전연홍(ibc신문사),15874,"경기 군포시 삼성로8번길 14 (부곡동, 드림스마트타운) 410호",010-****-4258
12796,다00048,Pics for Pecs,강남,전자간행물,기타주간,윤경희,윤경희,,개인,전국,,,2015-11-16,,06099,"서울특별시 강남구 학동로 338 비-1704 (논현동, 강남파라곤)",02-511-5212
12795,라00083,觀,양천,기타간행물,월간,이상훈,이상훈,금호인쇄사,개인,전국,,,2015-11-13,,07904,"서울특별시 양천구 남부순환로31길 29, 101호 (신월동, 대명월드)",010-****-3000
12794,라00491,패닉버튼,마포,기타간행물,월간,최찬영,최찬영,새한문화사,법인,전국,,주식회사 패닉버튼,2015-11-13,주식회사 패닉버튼,03992,"서울특별시 마포구 월드컵북로4길 37, 4층 (동교동, 마로빌딩)",02-324-8881
12793,바00250,한강문학,종로,잡지,계간,권녕하,권녕하,심안인쇄,개인,전국,,,2015-11-12,권녕하,03162,"서울 종로구 인사동3길 10, 300호 (인사동, 금좌빌딩)",010-****-6425
12792,아03991,마음일보,서울특별시,인터넷신문,인터넷신문,박서현,박서현,,개인,전국,,,2015-11-12,박서현(마음일보),06708,"서울 서초구 효령로 200, 501호(서초동, 동아빌딩)",010-****-5597
12791,아03990,링고포스트,서울특별시,인터넷신문,인터넷신문,윤석상,윤석상,,법인,전국,,링고스타(주),2015-11-12,링고스타(주),133848,"서울특별시 성동구 천호대로 298, 904호(용답동, 드레곤힐)",070-7443-9836
12790,아03989,대한육아,서울특별시,인터넷신문,인터넷신문,박진영,박진영,,개인,전국,,,2015-11-12,,100778,"서울특별시 중구 소월로 3, 지하2층 207호(남창동)",010-****-3424
12789,아00510,한국다문화인터넷신문,충청남도,인터넷신문,인터넷신문,김기태,김기태,,개인,전국,,,2015-11-12,김기태,33167,충남 부여군 부여읍 동남리 244-5,010-****-1666
12788,라10031,포커스 한국,용산,잡지,월간,문덕주,문덕주,(주)중앙피엔엘,개인,전국,,,2015-11-11,,04373,"서울시 용산구 이촌로1, 1201호 (한강로3가, GS한강에클라트)",011-****-6113
12787,아03988,기술신문,서울특별시,인터넷신문,인터넷신문,허석민,허석민,,개인,전국,,,2015-11-11,,135916,"서울특별시 강남구 선릉로 577, 4층(역삼동)",02-2671-2517
12786,아03986,국민생활체육연합신문,서울특별시,인터넷신문,인터넷신문,홍종만,홍종만,,개인,전국,,,2015-11-11,,140871,"서울특별시 용산구 새창로 213, 2층 206호(한강로2가, 석우빌딩)",010-****-4275
12785,아03985,세계한류신문,서울특별시,인터넷신문,인터넷신문,박규영,박규영,,개인,전국,,,2015-11-11,,151835,"서울특별시 관악구 남부순환로 1846, 3층 303호(봉천동)",02-847-2238
12784,아03982,RNX,서울특별시,인터넷신문,인터넷신문,박진우,김종덕,,법인,전국,,(주)더알엔엑스엔터테인먼트,2015-11-11,(주)더알엔엑스엔터테인먼트,06110,"서울특별시 강남구 학동로2길 19, 2층 941호 (논현동, 세일빌딩)",02-1661-9541
12783,아03983,뉴컬쳐리더,서울특별시,인터넷신문,인터넷신문,김혜정,김혜정,,개인,전국,,,2015-11-11,,121180,"서울특별시 마포구 어울마당로 26, 2층(당인동)",010-****-9635
12782,아00218,New 월드뮤직,광주광역시,인터넷신문,인터넷신문,한신희,한신희,,단체,전국,,,2015-11-11,한국실용음악심리협회,61434,광주 동구 동명로26번길 15-1 (동명동) 지하1층,062-368-0911
12781,사00075,고우(高友),강남,정보간행물,연2회간,김정률,이정환,삼화인쇄(주) 대표   ,단체,전국,,,2015-11-11,,06023,서울특별시 강남구 압구정로36길 18 (신사동),02-927-0070
12780,다00015,무신사 매거진,성동,정보간행물,주간,"조만호,박준모","조만호,박준모",주식회사플러스한밭,법인,전국,,주식회사 무신사,2015-11-11,주식회사 무신사,04797,"서울특별시 성동구 아차산로13길 11, 1층 (성수동2가, 무신사캠퍼스 엔1)",070-4639-5904
12779,다11052,한국양계신문,서울특별시,특수주간신문,주간,김영수,김영수,(주)삼진피앤씨,개인,전국,,,2015-11-10,,151817,서울특별시 관악구 낙성대역3길 30(봉천동),02-883-8470
12778,라00007,월간 양산투어 맛자랑멋자랑,양산,잡지,월간,손정숙,손숙여,한글그라픽스,개인,지역,양산시,,2015-11-10,,626010,"경상남도 양산시 남부로 26, 212호",055-366-3105
12777,사00002,광주저널,광주남,잡지,연2회간,김성환,김성환,아주인쇄,개인,지역,,,2015-11-10,,61757,광주광역시 남구 복수마을안길 5(이장동),070-7759-6634
12776,아02328,창원경성신문,경상남도,인터넷신문,인터넷신문,김준범,김준범,,개인,전국,,,2015-11-10,,641851,"경상남도 창원시 의창구 남산로9번길 47, 2층(팔용동)",055-297-5076
12775,아02327,통영트리뷴,경상남도,인터넷신문,인터넷신문,김대용,김대용,,개인,전국,,,2015-11-10,김대용,53061,경남 통영시 서호동 46-2,055-643-3609
12774,아52967,녹색저널,서울특별시,인터넷신문,인터넷신문,김천수,김진석,,개인,전국,,,2015-11-10,김천수,06650,"서울 서초구 사임당로 31,302호 (서초동, 궁현빌딩)",02-720-7280
12773,다00033,경제투데이코리아,서초,정보간행물,주간,윤성희,윤성희,한진종합인쇄,개인,전국,,,2015-11-10,,07020,"서울시 동작구 사당로16자길 45(사당동, 남광 쉐르빌)",010-****-8031
12772,라00017,오륜대성지,금정,기타간행물,월간,한윤식,김영갑,동남종합인쇄사,개인,전국,,,2015-11-09,,46265,부산광역시 금정구 오륜대로 106-1 (부곡동),051-515-0031
12771,라00025,월간 남도,광주북,잡지,월간,오금택,오금택,주식회사 우리출력,법인,전국,,주식회사 남도,2015-11-09,주식회사 남도,62241,"광주광역시 북구 무등로202번길 6, 105호 (신안동)",062-232-2358
12770,아03971,daily WAVE,서울특별시,인터넷신문,인터넷신문,홍순창,홍순창,,개인,전국,,,2015-11-09,,110360,"서울특별시 종로구 돈화문로 94, 302호(와룡동, 동원빌딩)",02-2271-3335
12769,아03978,코리아라이프타임즈,서울특별시,인터넷신문,인터넷신문,이재수,이재수,,개인,전국,,,2015-11-09,,07371,"서울특별시 영등포구 경인로82길 3-4, 1106호 (문래동1가, 센터플러스빌딩)",070-8289-0620
12768,아03977,VRN,서울특별시,인터넷신문,인터넷신문,장인수,김상현,,법인,전국,,,2015-11-09,(주)경향플러스,152777,"서울특별시 구로구 디지털로32길 30, 908호(구로동, 코오롱디지털타워빌란트)",02-837-9351
12767,아03974,CBN기독교TV,서울특별시,인터넷신문,인터넷신문,김태정,김태정,,개인,전국,,,2015-11-09,,158863,"서울특별시 양천구 중앙로29가길 8 -1, A01호(신정동)",010-****-0007
